SUBURB_ID,LOCALITY_NAME,SUBURB_NAME,STATE,POSTCODE,LONGITUDE,LATITUDE;;;
448,Sydney,Merrylands,NSW,2160,150.988174,-33.83617;;;
449,Sydney,Merrylands;West,NSW,2160,150.968231,-33.836411;;
450,Sydney,Middle;Cove,NSW,2068,151.207977,-33.79409;;
451,Sydney,Middle;Dural,NSW,2158,151.042435,-33.677614;;
452,Sydney,Middleton;Grange,NSW,2171,150.843552,-33.914089;;
453,Sydney,Miller,NSW,2168,150.885635,-33.92028;;;
454,Sydney,Millers;Point,NSW,2000,151.203323,-33.858318;;
455,Sydney,Milperra,NSW,2214,150.983063,-33.941441;;;
457,Sydney,Milsons;Point,NSW,2061,151.211334,-33.84605;;
459,Sydney,Mona;Vale,NSW,2103,151.299286,-33.678139;;
461,Sydney,Monterey,NSW,2217,151.151474,-33.971588;;;
462,Sydney,Illawong,NSW,2234,151.042007,-33.998619;;;
463,Sydney,Mooney;Mooney,NSW,2083,150.929871,-33.883875;;
464,Sydney,Ingleburn,NSW,2174,150.858337,-33.960745;;;
465,Sydney,Moore;Park,NSW,2021,151.225677,-33.896381;;
466,Sydney,Moorebank,NSW,2170,150.922928,-33.951389;;;
467,Sydney,Jamisontown,NSW,2750,150.676056,-33.770439;;;
469,Sydney,Jannali,NSW,2226,151.066055,-34.016289;;;
470,Sydney,Mortdale,NSW,2223,151.079742,-33.970131;;;
471,Sydney,Kangaroo;Point,NSW,2224,151.09668,-34.00198;;
472,Sydney,Mortlake,NSW,2137,151.107666,-33.842079;;;
473,Sydney,Kareela,NSW,2232,151.082382,-34.015369;;;
474,Sydney,Mosman,NSW,2088,151.244095,-33.829079;;;
475,Sydney,Katoomba,NSW,2780,151.085785,-33.943108;;;
476,Sydney,Mount;Colah,NSW,2079,151.115204,-33.67168;;
477,Sydney,Kearns,NSW,2558,150.803726,-34.022831;;;
478,Sydney,Mount;Kuring-gai,NSW,2080,151.132507,-33.656281;;
479,Sydney,Mount;Lewis,NSW,2190,151.050537,-33.916012;;
480,Sydney,Mount;Pritchard,NSW,2170,150.906906,-33.91346;;
481,Sydney,Mount;Vernon,NSW,2178,150.803497,-33.866245;;
482,Sydney,Naremburn,NSW,2065,151.201202,-33.817291;;;
483,Sydney,Kentlyn,NSW,2560,151.001053,-34.084572;;;
484,Sydney,Narrabeen,NSW,2101,151.298416,-33.720211;;;
485,Sydney,Narraweena,NSW,2099,151.273529,-33.749748;;;
486,Sydney,Narwee,NSW,2209,151.069809,-33.947109;;;
487,Sydney,Kings;Cross,NSW,2011,151.223404,-33.875835;;
488,Sydney,Neutral;Bay,NSW,2089,151.218536,-33.8372;;
490,Sydney,Newington,NSW,2127,151.054642,-33.839272;;;
491,Sydney,Newport,NSW,2106,151.309311,-33.659901;;;
493,Sydney,Kingswood,NSW,2340,150.929871,-33.883875;;;
494,Sydney,Newtown,NSW,2042,151.175812,-33.89859;;;
495,Sydney,Kingswood;Park,NSW,2340,150.929871,-33.883875;;
496,Sydney,Normanhurst,NSW,2076,151.096756,-33.72134;;;
497,Sydney,Kirkham,NSW,2570,150.731766,-34.039333;;;
498,Sydney,North;Balgowlah,NSW,2093,151.249557,-33.78603;;
499,Sydney,Kirrawee,NSW,2232,151.071106,-34.034229;;;
500,Sydney,North;Bondi,NSW,2026,151.276062,-33.88504;;
501,Sydney,North;Curl;Curl,NSW,2099,151.298004,-33.763008;
502,Sydney,North;Epping,NSW,2121,151.095688,-33.756809;;
503,Sydney,North;Manly,NSW,2100,151.270325,-33.775028;;
504,Sydney,Kurmond,NSW,2757,150.682907,-33.775826;;;
505,Sydney,North;Narrabeen,NSW,2101,151.296234,-33.707802;;
506,Sydney,Kurnell,NSW,2231,151.215332,-34.009579;;;
507,Sydney,North;Parramatta,NSW,2151,151.010529,-33.798859;;
508,Sydney,Kurrajong,NSW,2758,150.863708,-33.941643;;;
509,Sydney,North;Rocks,NSW,2151,151.020508,-33.77504;;
510,Sydney,Kurrajong;Heights,NSW,2758,150.929871,-33.883875;;
511,Sydney,North;Ryde,NSW,2113,151.119995,-33.793369;;
512,Sydney,Kurrajong;Hills,NSW,2758,150.929871,-33.883875;;
513,Sydney,North;Strathfield,NSW,2137,151.087524,-33.86129;;
514,Sydney,North;Sydney,NSW,2060,151.207779,-33.83989;;
516,Sydney,North;Turramurra,NSW,2074,151.147232,-33.71299;;
517,Sydney,North;Wahroonga,NSW,2076,151.123871,-33.700401;;
518,Sydney,North;Willoughby,NSW,2068,151.19664,-33.794998;;
519,Sydney,Northbridge,NSW,2063,151.211884,-33.811008;;;
520,Sydney,Northmead,NSW,2152,150.994675,-33.793739;;;
521,Sydney,Northwood,NSW,2066,151.177582,-33.828918;;;
522,Sydney,Oatlands,NSW,2117,151.021912,-33.793892;;;
523,Sydney,Oatley,NSW,2223,151.073776,-33.977871;;;
524,Sydney,Lapstone,NSW,2773,150.637238,-33.773861;;;
525,Sydney,Old;Guildford,NSW,2161,150.984802,-33.865429;;
526,Sydney,Old;Toongabbie,NSW,2146,150.974106,-33.792709;;
527,Sydney,Lawson,NSW,2783,151.229004,-33.879768;;;
528,Sydney,Oxford;Falls,NSW,2100,151.245026,-33.737148;;
529,Sydney,Leets;Vale,NSW,2756,150.945816,-33.696926;;
530,Sydney,Paddington,NSW,2021,151.228653,-33.88213;;;
531,Sydney,Padstow,NSW,2211,151.032394,-33.952171;;;
532,Sydney,Lemongrove,NSW,2750,150.707626,-33.753059;;;
533,Sydney,Padstow;Heights,NSW,2211,151.036423,-33.968189;;
534,Sydney,Leonay,NSW,2750,150.649124,-33.763988;;;
535,Sydney,Pagewood,NSW,2035,151.215897,-33.940361;;;
536,Sydney,Palm;Beach,NSW,2108,151.323151,-33.592449;;
537,Sydney,Lethbridge;Park,NSW,2770,150.797089,-33.738152;;
538,Sydney,Panania,NSW,2213,150.998367,-33.9548;;;
539,Sydney,Leumeah,NSW,2560,150.834244,-34.05167;;;
541,Sydney,Leura,NSW,2780,150.929871,-33.883875;;;
542,Sydney,Parramatta,NSW,2150,151.00354,-33.81731;;;
544,Sydney,Peakhurst,NSW,2210,151.058105,-33.962551;;;
546,Sydney,Lilli;Pilli,NSW,2536,151.069458,-33.771465;;
547,Sydney,Pemulwuy,NSW,2145,150.923752,-33.821941;;;
548,Sydney,Pendle;Hill,NSW,2145,150.954163,-33.806301;;
549,Sydney,Lilyvale,NSW,2508,150.984573,-34.199585;;;
550,Sydney,Pennant;Hills,NSW,2120,151.070343,-33.73661;;
551,Sydney,Linden,NSW,2480,150.929871,-33.883875;;;
552,Sydney,Penshurst,NSW,2222,151.092056,-33.969372;;;
553,Sydney,Petersham,NSW,2049,151.153915,-33.896278;;;
555,Sydney,Phillip;Bay,NSW,2036,151.235428,-33.982059;;
556,Sydney,Little;Hartley,NSW,2790,151.212585,-33.883698;;
557,Sydney,Pleasure;Point,NSW,2172,150.983994,-33.970131;;
558,Sydney,Llandilo,NSW,2747,150.759201,-33.695927;;;
559,Sydney,Point;Piper,NSW,2027,151.253448,-33.867439;;
560,Sydney,Loftus,NSW,2232,151.049408,-34.05125;;;
561,Sydney,Port;Botany,NSW,2036,151.223724,-33.974682;;
562,Sydney,Londonderry,NSW,2753,150.739563,-33.625484;;;
563,Sydney,Potts;Hill,NSW,2143,151.031204,-33.897652;;
564,Sydney,Long;Point,NSW,2330,151.029984,-33.997692;;
565,Sydney,Potts;Point,NSW,2011,151.222855,-33.87159;;
566,Sydney,Prairiewood,NSW,2176,150.906479,-33.857651;;;
567,Sydney,Lucas;Heights,NSW,2234,151.012421,-34.018761;;
568,Sydney,Prestons,NSW,2170,150.865051,-33.952438;;;
569,Sydney,Luddenham,NSW,2745,150.718536,-33.865997;;;
570,Sydney,Prospect,NSW,2148,150.916595,-33.800541;;;
571,Sydney,Punchbowl,NSW,2196,151.053741,-33.92585;;;
572,Sydney,Putney,NSW,2112,151.108871,-33.823818;;;
573,Sydney,Macquarie;Fields,NSW,2564,150.893784,-33.985352;;
574,Sydney,Pymble,NSW,2073,151.137497,-33.740528;;;
575,Sydney,Macquarie;Links,NSW,2565,150.866196,-33.98621;;
576,Sydney,Pyrmont,NSW,2009,151.195465,-33.870838;;;
577,Sydney,Queens;Park,NSW,2022,151.248001,-33.899471;;
578,Sydney,Queenscliff,NSW,2096,151.284363,-33.782639;;;
579,Sydney,Ramsgate,NSW,2217,151.138077,-33.984421;;;
580,Sydney,Ramsgate;Beach,NSW,2217,151.14798,-33.982689;;
581,Sydney,Maraylya,NSW,2765,151.241425,-33.808903;;;
582,Sydney,Randwick,NSW,2031,151.239914,-33.91399;;;
583,Sydney,Redfern,NSW,2016,151.206818,-33.893169;;;
584,Sydney,Maroota,NSW,2756,150.832474,-33.40782;;;
585,Sydney,Regents;Park,NSW,2143,151.024033,-33.882149;;
586,Sydney,Revesby,NSW,2212,151.016769,-33.956928;;;
587,Sydney,Revesby;Heights,NSW,2212,151.019592,-33.968948;;
589,Sydney,Marsden;Park,NSW,2765,150.851196,-33.680603;;
590,Sydney,Rhodes,NSW,2138,151.089539,-33.827049;;;
591,Sydney,Riverview,NSW,2066,151.162155,-33.823059;;;
592,Sydney,Riverwood,NSW,2210,151.051697,-33.953701;;;
593,Sydney,Rockdale,NSW,2216,151.138092,-33.951809;;;
594,Sydney,Rodd;Point,NSW,2046,151.145157,-33.865311;;
595,Sydney,Mcgraths;Hill,NSW,2756,150.842743,-33.621338;;
596,Sydney,Rookwood,NSW,2141,151.062546,-33.874901;;;
597,Sydney,Rose;Bay,NSW,2029,151.268234,-33.870609;;
599,Sydney,Medlow;Bath,NSW,2780,150.929871,-33.883875;;
600,Sydney,Rosebery,NSW,2018,151.206009,-33.919243;;;
601,Sydney,Megalong;Valley,NSW,2785,150.830383,-34.074856;;
602,Sydney,Rosehill,NSW,2142,151.030457,-33.823811;;;
603,Sydney,Roselands,NSW,2196,151.074387,-33.936722;;;
604,Sydney,Menai,NSW,2234,151.011765,-34.01519;;;
605,Sydney,Roseville,NSW,2069,151.175797,-33.78368;;;
606,Sydney,Menangle,NSW,2563,150.929871,-33.883875;;;
607,Sydney,Roseville;Chase,NSW,2069,151.200394,-33.77874;;
608,Sydney,Menangle;Park,NSW,2563,150.803741,-34.070919;;
609,Sydney,Round;Corner,NSW,2158,151.017914,-33.695099;;
610,Sydney,Rouse;Hill,NSW,2155,150.922348,-33.67923;;
611,Sydney,Royal;North;Shore;Hospital,NSW,2065,151.194374,-33.827789
612,Sydney,Rozelle,NSW,2039,151.170364,-33.863441;;;
613,Sydney,Rushcutters;Bay,NSW,2011,151.225952,-33.875648;;
614,Sydney,Russell;Lea,NSW,2046,151.141403,-33.860241;;
615,Sydney,Rydalmere,NSW,2116,151.041626,-33.812881;;;
616,Sydney,Ryde,NSW,2112,151.105469,-33.81332;;;
617,Sydney,Sadleir,NSW,2168,150.889343,-33.920738;;;
618,Sydney,Sandringham,NSW,2219,151.13942,-33.998131;;;
619,Sydney,Minchinbury,NSW,2770,150.84642,-33.785278;;;
620,Sydney,Sandy;Point,NSW,2171,150.84626,-33.91342;;
621,Sydney,Minto,NSW,2566,150.844696,-34.031189;;;
622,Sydney,Sans;Souci,NSW,2219,151.132172,-33.992779;;
623,Sydney,Minto;Heights,NSW,2566,150.845093,-34.021763;;
625,Sydney,Miranda,NSW,2228,151.102417,-34.033871;;;
626,Sydney,Seaforth,NSW,2092,151.242477,-33.792511;;;
627,Sydney,Sefton,NSW,2162,151.012497,-33.890171;;;
628,Sydney,Seven;Hills,NSW,2147,150.933884,-33.77597;;
630,Sydney,Silverwater,NSW,2128,151.045486,-33.83543;;;
631,Sydney,Smithfield,NSW,2164,150.94043,-33.85355;;;
633,Sydney,South;Coogee,NSW,2034,151.252823,-33.928829;;
634,Sydney,South;Granville,NSW,2142,150.999817,-33.862099;;
635,Sydney,Mount;Annan,NSW,2567,150.760468,-34.050499;;
636,Sydney,South;Hurstville,NSW,2221,151.104614,-33.977219;;
637,Sydney,South;Turramurra,NSW,2074,151.112732,-33.75034;;
638,Sydney,Mount;Druitt,NSW,2770,150.817276,-33.765289;;
639,Sydney,South;Wentworthville,NSW,2145,150.96933,-33.821671;;
640,Sydney,Mount;Hunter,NSW,2570,150.78772,-34.078972;;
642,Sydney,St;Ives,NSW,2075,151.165604,-33.738232;;
643,Sydney,St;Ives;Chase,NSW,2075,151.160645,-33.71022;
644,Sydney,Mount;Pleasant,NSW,2749,151.094879,-33.730247;;
645,Sydney,St;Johns;Park,NSW,2176,150.906128,-33.885101;
646,Sydney,St;Leonards,NSW,2065,151.192291,-33.82468;;
647,Sydney,Mount;Riverview,NSW,2774,150.633804,-33.729549;;
649,Sydney,Mount;Tomah,NSW,2758,150.929871,-33.883875;;
650,Sydney,St;Peters,NSW,2044,151.177353,-33.914299;;
651,Sydney,Stanmore,NSW,2048,151.16423,-33.8937;;;
652,Sydney,Mount;Victoria,NSW,2786,150.929871,-33.883875;;
653,Sydney,Strathfield,NSW,2135,151.093094,-33.87154;;;
654,Sydney,Mulgoa,NSW,2745,150.650421,-33.853905;;;
655,Sydney,Strathfield;South,NSW,2136,151.083832,-33.891941;;
656,Sydney,Mulgrave,NSW,2756,150.833054,-33.617519;;;
657,Sydney,Summer;Hill,NSW,2130,151.13913,-33.895512;;
658,Sydney,Narellan,NSW,2567,150.735291,-34.040039;;;
659,Sydney,Surry;Hills,NSW,2010,151.212982,-33.879051;;
660,Sydney,Narellan;Vale,NSW,2567,150.74707,-34.049438;;
661,Sydney,Sydenham,NSW,2044,151.166992,-33.916111;;;
662,Sydney,Sydney,NSW,2000,151.210007,-33.869576;;;
663,Sydney,Sydney;Domestic;Airport,NSW,2020,151.164673,-33.932362;
664,Sydney,Sydney;International;Airport,NSW,2020,151.164673,-33.932362;
665,Sydney,Sydney;Olympic;Park,NSW,2127,151.069366,-33.843529;
666,Sydney,Nelson,NSW,2765,150.90184,-33.666225;;;
668,Sydney,Tamarama,NSW,2026,151.270035,-33.899559;;;
669,Sydney,Telopea,NSW,2117,151.043365,-33.795189;;;
670,Sydney,Tempe,NSW,2044,151.160782,-33.920471;;;
671,Sydney,Tennyson;Point,NSW,2111,151.118744,-33.828629;;
672,Sydney,Terrey;Hills,NSW,2084,151.229721,-33.683819;;
673,Sydney,The;Rocks,NSW,2000,151.209076,-33.858528;;
674,Sydney,The;University;Of;Sydney,NSW,2006,151.18692,-33.887926
675,Sydney,North;Cronulla,NSW,2230,151.088043,-34.03474;;
676,Sydney,Thornleigh,NSW,2120,151.083405,-33.72821;;;
677,Sydney,Toongabbie,NSW,2146,150.963806,-33.786171;;;
678,Sydney,North;Engadine,NSW,2233,151.085434,-34.034599;;
680,Sydney,Turramurra,NSW,2074,151.129196,-33.732601;;;
681,Sydney,Turrella,NSW,2205,151.143631,-33.930859;;;
682,Sydney,Ultimo,NSW,2007,151.197266,-33.878422;;;
683,Sydney,Unsw;Sydney,NSW,2052,151.231049,-33.917545;;
684,Sydney,North;Richmond,NSW,2754,150.929871,-33.883875;;
685,Sydney,Vaucluse,NSW,2030,151.279251,-33.85915;;;
686,Sydney,Villawood,NSW,2163,150.984741,-33.881031;;;
687,Sydney,Voyager;Point,NSW,2172,150.973022,-33.962238;;
688,Sydney,North;Seaforth,NSW,2092,151.293518,-33.761883;;
689,Sydney,Wahroonga,NSW,2076,151.117386,-33.718719;;;
690,Sydney,North;St;Ives,NSW,2075,151.1745,-33.71323;
691,Sydney,Waitara,NSW,2077,151.105286,-33.709629;;;
692,Sydney,North;St;Marys,NSW,2760,150.777176,-33.74884;
693,Sydney,Wakeley,NSW,2176,150.91095,-33.870071;;;
694,Sydney,Wareemba,NSW,2046,151.131012,-33.858139;;;
695,Sydney,Warrawee,NSW,2074,151.123703,-33.725311;;;
696,Sydney,Warriewood,NSW,2102,151.291397,-33.68602;;;
699,Sydney,Warwick;Farm,NSW,2170,150.937759,-33.911518;;
700,Sydney,Waterloo,NSW,2017,151.205338,-33.900421;;;
701,Sydney,Watsons;Bay,NSW,2030,151.283524,-33.842999;;
702,Sydney,Oakdale,NSW,2570,150.898254,-33.924843;;;
703,Sydney,Wattle;Grove,NSW,2173,150.939163,-33.954929;;
704,Sydney,Oakhurst,NSW,2761,150.835373,-33.74139;;;
705,Sydney,Waverley,NSW,2024,151.25386,-33.899151;;;
706,Sydney,Oakville,NSW,2765,150.856964,-33.622307;;;
707,Sydney,Waverton,NSW,2060,151.196823,-33.837662;;;
708,Sydney,Wentworth;Point,NSW,2648,150.973907,-33.866531;;
709,Sydney,Wentworthville,NSW,2145,150.972153,-33.803082;;;
710,Sydney,West;Hoxton,NSW,2171,150.847107,-33.92915;;
711,Sydney,West;Pennant;Hills,NSW,2125,151.031021,-33.744549;
712,Sydney,Oran;Park,NSW,2570,150.926239,-33.870708;;
713,Sydney,West;Pymble,NSW,2073,151.135513,-33.76823;;
714,Sydney,Orangeville,NSW,2570,150.837799,-33.686932;;;
715,Sydney,West;Ryde,NSW,2114,151.08638,-33.809151;;
716,Sydney,Orchard;Hills,NSW,2748,0,0;;
718,Sydney,Osborne;Park,NSW,2066,151.178879,-33.81654;;
719,Sydney,Westleigh,NSW,2120,151.068405,-33.71936;;;
720,Sydney,Otford,NSW,2508,150.982452,-34.199066;;;
721,Sydney,Westmead,NSW,2145,150.984665,-33.81451;;;
722,Sydney,Wetherill;Park,NSW,2164,150.904877,-33.85461;;
723,Sydney,Oxley;Park,NSW,2760,150.795914,-33.77523;;
724,Sydney,Whale;Beach,NSW,2107,151.330444,-33.614269;;
725,Sydney,Oyster;Bay,NSW,2225,151.080963,-34.006859;;
726,Sydney,Wheeler;Heights,NSW,2097,151.277435,-33.732479;;
727,Sydney,Wiley;Park,NSW,2195,151.063904,-33.924412;;
728,Sydney,Willoughby,NSW,2068,151.199387,-33.807331;;;
729,Sydney,Willoughby;East,NSW,2068,151.208786,-33.795971;;
731,Sydney,Winston;Hills,NSW,2153,150.974823,-33.778099;;
732,Sydney,Wolli;Creek,NSW,2205,151.155273,-33.93074;;
733,Sydney,Parklea,NSW,2155,150.917053,-33.728222;;;
734,Sydney,Wollstonecraft,NSW,2065,151.196945,-33.83149;;;
735,Sydney,Woodpark,NSW,2164,150.961136,-33.84053;;;
736,Sydney,Patonga,NSW,2256,150.929871,-33.883875;;;
737,Sydney,Woollahra,NSW,2025,151.24794,-33.88958;;;
738,Sydney,Woolloomooloo,NSW,2011,151.219788,-33.869068;;;
739,Sydney,Woolwich,NSW,2110,151.169922,-33.84021;;;
740,Sydney,Yagoona,NSW,2199,151.010086,-33.905239;;;
741,Sydney,Pendle;Hill;South,NSW,2145,150.952515,-33.811165;
743,Sydney,Yennora,NSW,2161,150.97377,-33.863449;;;
744,Sydney,Penrith,NSW,2750,150.698563,-33.753819;;;
745,Sydney,Zetland,NSW,2017,151.207581,-33.907501;;;
747,Sydney,Picton,NSW,2571,150.658066,-34.216007;;;
748,Sydney,Pitt;Town,NSW,2756,150.864365,-33.591274;;
749,Sydney,Pitt;Town;Bottoms,NSW,2756,150.856293,-33.573589;
750,Sydney,Plumpton,NSW,2761,150.834213,-33.747028;;;
751,Sydney,Port;Hacking,NSW,2229,151.122452,-34.067501;;
752,Sydney,Quakers;Hill,NSW,2763,150.886612,-33.726421;;
753,Sydney,Raby,NSW,2566,150.819992,-34.026089;;;
754,Sydney,Razorback,NSW,2571,150.580818,-34.243176;;;
755,Sydney,Regentville,NSW,2745,150.666794,-33.774899;;;
756,Sydney,Richmond,NSW,2323,150.929871,-33.883875;;;
757,Sydney,Richmond;Lowlands,NSW,2753,150.790024,-33.646393;;
758,Sydney,Riverstone,NSW,2765,150.863464,-33.678379;;;
759,Sydney,Rooty;Hill,NSW,2766,150.834396,-33.770809;;
760,Sydney,Ropes;Crossing,NSW,2760,150.778503,-33.740696;;
761,Sydney,Rosemeadow,NSW,2560,150.797897,-34.100521;;;
762,Sydney,Rossmore,NSW,2171,151.054474,-33.926052;;;
763,Sydney,Ruse,NSW,2560,150.841446,-34.07296;;;
764,Sydney,Sackville,NSW,2756,150.87561,-33.502411;;;
765,Sydney,Scheyville,NSW,2756,150.905289,-33.597267;;;
766,Sydney,Schofields,NSW,2762,150.874336,-33.705404;;;
767,Sydney,Shalvey,NSW,2770,150.809662,-33.729092;;;
768,Sydney,Shanes;Park,NSW,2747,150.780197,-33.704185;;
769,Sydney,Shipley,NSW,2785,151.092224,-33.859531;;;
770,Sydney,Silverdale,NSW,2752,150.639816,-33.865204;;;
771,Sydney,Smeaton;Grange,NSW,2567,150.755844,-34.043243;;
772,Sydney,South;Belmore,NSW,2192,151.085526,-33.916569;;
773,Sydney,South;Maroota,NSW,2756,151.212799,-33.809212;;
774,Sydney,South;Penrith,NSW,2750,150.697083,-33.773529;;
775,Sydney,South;Windsor,NSW,2756,150.832413,-33.613663;;
776,Sydney,Spring;Creek,NSW,2800,150.63736,-34.0714;;
777,Sydney,Spring;Farm,NSW,2570,150.713287,-34.068302;;
778,Sydney,Springwood,NSW,2777,150.571487,-33.69751;;;
779,Sydney,St;Andrews,NSW,2566,150.832016,-34.018749;;
780,Sydney,St;Clair,NSW,2759,150.7798,-33.797359;;
781,Sydney,St;Helens;Park,NSW,2560,150.807144,-34.105122;
782,Sydney,St;Marys,NSW,2760,150.771515,-33.74725;;
783,Sydney,Stanhope;Gardens,NSW,2768,150.920746,-33.71899;;
784,Sydney,Stanwell;Park,NSW,2508,150.983536,-34.229153;;
785,Sydney,Stanwell;Tops,NSW,2508,150.983536,-34.229153;;
786,Sydney,Strathfield;West,NSW,2135,151.093735,-33.872303;;
787,Sydney,Sun;Valley,NSW,2777,150.595123,-33.711182;;
788,Sydney,Sutherland,NSW,2232,151.057419,-34.03149;;;
789,Sydney,Sydney;City,NSW,2000,151.209549,-33.901222;;
790,Sydney,Sylvania,NSW,2224,151.096008,-34.008759;;;
791,Sydney,Sylvania;Waters,NSW,2224,151.108994,-34.022942;;
792,Sydney,Tahmoor,NSW,2573,150.936768,-33.799187;;;
793,Sydney,Taren;Point,NSW,2229,151.123337,-34.018051;;
794,Sydney,The;Oaks,NSW,2570,151.132812,-33.928677;;
795,Sydney,The;Slopes,NSW,2754,150.751755,-34.057125;;
796,Sydney,The;Spit,NSW,2088,151.246704,-33.806568;;
797,Sydney,Theresa;Park,NSW,2570,150.616089,-33.98827;;
798,Sydney,Tregear,NSW,2770,150.79686,-33.751419;;;
799,Sydney,Undercliffe,NSW,2206,151.149048,-33.925529;;;
800,Sydney,Valley;Heights,NSW,2777,150.584274,-33.705719;;
801,Sydney,Varroville,NSW,2566,150.570663,-34.073299;;;
802,Sydney,Vineyard,NSW,2765,151.033112,-33.806507;;;
803,Sydney,Wallacia,NSW,2745,150.934692,-33.829388;;;
804,Sydney,Warragamba,NSW,2752,150.882034,-33.853428;;;
805,Sydney,Warrimoo,NSW,2774,150.605164,-33.723228;;;
806,Sydney,Waterfall,NSW,2233,151.004364,-34.081547;;;
807,Sydney,Webbs;Creek,NSW,2775,150.929871,-33.883875;;
808,Sydney,Wedderburn,NSW,2560,150.81871,-34.135357;;;
809,Sydney,Wentworth;Falls,NSW,2782,151.195312,-33.879204;;
810,Sydney,Werombi,NSW,2570,150.576233,-33.977551;;;
811,Sydney,Werrington,NSW,2747,150.746277,-33.757179;;;
812,Sydney,Werrington;County,NSW,2747,150.743164,-33.746552;;
813,Sydney,Werrington;Downs,NSW,2747,150.72641,-33.743099;;
814,Sydney,West;Killara,NSW,2071,151.144043,-33.75153;;
815,Sydney,West;Lindfield,NSW,2070,151.15155,-33.78075;;
816,Sydney,Whalan,NSW,2770,150.805161,-33.75502;;;
817,Sydney,Wilberforce,NSW,2756,150.838776,-33.562317;;;
818,Sydney,Willmot,NSW,2770,150.788406,-33.72504;;;
819,Sydney,Wilton,NSW,2571,150.700027,-34.237572;;;
820,Sydney,Windsor,NSW,2756,150.832413,-33.613663;;;
821,Sydney,Windsor;Downs,NSW,2756,150.832413,-33.613663;;
822,Sydney,Wingala,NSW,2099,151.284653,-33.764252;;;
823,Sydney,Winmalee,NSW,2777,150.606354,-33.674759;;;
824,Sydney,Wisemans;Ferry,NSW,2775,150.908127,-33.557571;;
825,Sydney,Woodbine,NSW,2560,150.825043,-34.046181;;;
826,Sydney,Woodcroft,NSW,2767,150.878204,-33.7528;;;
827,Sydney,Woodford,NSW,2463,150.929871,-33.883875;;;
828,Sydney,Woolooware,NSW,2230,151.141373,-34.048801;;;
829,Sydney,Woronora,NSW,2232,151.048187,-34.020611;;;
830,Sydney,Woronora;Dam,NSW,2508,150.975502,-34.202206;;
831,Sydney,Woronora;Heights,NSW,2233,151.026947,-34.033669;;
832,Sydney,Yarramundi,NSW,2753,150.709564,-33.604542;;;
833,Sydney,Yarrawarrah,NSW,2233,151.030273,-34.05806;;;
834,Sydney,Yellow;Rock,NSW,2527,150.745728,-34.585793;;
835,Sydney,Yowie;Bay,NSW,2228,151.100403,-34.0429;;
836,TVM,KESAVADASAPURAM,NSW,2228,8.48596,76.94823;;;
837,TVM,PATTOM,NSW,2527,8.48516,76.94823;;;
838,TVM,poovar,NSW,2228,8.48546,76.94823;;;
839,TVM,vizhinjam,NSW,2228,8.48576,76.94823;;;
